Industry_Type,Year,Energy_Consumption_MWh,Fuel_Consumption_Tons,Production_Output_Tons,Renewable_Energy_Percentage,Operating_Hours,Emission_Control_Index,Carbon_Emissions_tCO2
Chemical,2021,32316.22,4112.04,11645.18,17.64,4355,5,22283.19
Cement,2009,27046.77,7507.93,43868.79,52.86,2013,6.08,25844.49
Paper,2018,14099.44,9501.97,22237.47,50.26,7328,3.88,24773.08
Automobile,2002,24248.68,5043.87,43524.58,29.62,1153,2.44,20530.82
Textile,2011,37414.05,4163.92,99113.77,20.4,3901,7.72,24254.55
Power,2015,10660.95,872.39,57838.09,48.09,7261,1.01,4671.89
Textile,2016,14998.83,8934.47,69666.42,11.81,3314,6.22,25186.51
Paper,2006,17632.49,2539.7,68114.91,4.29,4456,8.78,12296.76
Power,2012,37462.96,733.18,82249.38,2.74,7980,2.99,18002.93
Paper,2023,42422.67,5418.31,94468.73,2.32,3302,4,30437.68
Power,2001,19131.23,8474.41,66222.99,29.33,5266,6.29,25324.76
Textile,2003,15182.73,4125.69,48133.37,15.32,5013,3.22,14909.55
Power,2009,44527.61,7852.37,32465.26,41.42,1616,8.63,34620.24
Power,2006,49968.56,8380.32,36667.16,39.23,4049,4.3,38837.36
Cement,2023,33682.51,4598.6,34113.58,32.52,5643,6.23,23225.65
Chemical,2016,49504.04,5950.46,33122.08,21.17,6304,3.04,34156.23
Chemical,2019,33168.33,5385.73,69767.88,51.03,2925,1.37,24568.75
Automobile,2005,36806.28,9398.04,59183.19,42.58,7845,2.56,35228.11
Automobile,2018,19738.47,7282.51,20997.51,16.29,7810,1.42,24081.83
Cement,2004,21931.89,9260.89,96992.98,30.1,3457,5.22,28412.91
Automobile,2009,7634.72,2278.1,43344.83,9.38,7882,6.28,7318.64
Paper,2008,41226.13,3171.34,57042.55,19.73,2611,1.4,24571.51
Textile,2012,46587.42,802.04,70557.5,59.83,5241,1.81,20118.43
Steel,2018,31360.19,5049.09,61754.06,13.43,4109,5.37,24038.48
Paper,2020,17510.54,8751.84,31794.13,41.9,3537,8.19,24474.99
Steel,2023,8123.81,3335.78,79972.95,14.31,5357,6.65,9624.03
Steel,2005,13625.23,1369.99,11905.21,56.29,6245,1.94,6660.93
Cement,2003,13142.82,777.62,57330.59,18.61,2627,8.99,5801.83
Paper,2023,30869.63,4530.25,28058.41,20.8,5440,9.26,21914.68
Cement,2002,47279.35,1723.82,61960.47,35.63,2998,3.92,23172.51
Power,2002,2889.46,3526.43,22581.35,35.29,3926,6.54,6862
Steel,2003,550.6,8217.8,77447.77,34.74,2131,5.43,16285.73
Textile,2024,30209.01,3902.07,23526.1,34.4,2992,9.48,19665.01
Automobile,2004,14560.99,6137.72,89148.82,18.73,6676,5.58,18636.63
Textile,2007,44087.14,5071.38,86293.94,26.06,1513,9.64,28797.05
Automobile,2015,16698.89,7213.48,36876.95,35.61,6040,2.79,21624.96
Steel,2021,14842.01,1646.03,39196.21,40.28,1712,4.11,8195.77
Steel,2002,13840.78,9212.37,70448.84,15.19,4161,8.03,24924.37
Steel,2023,7670.21,6471.96,9946.98,42.09,1214,8.05,15040.31
Cement,2011,29285.76,2782.44,9011.02,55.4,6746,7.59,16173.16
Paper,2024,8826.57,1320.21,14496.1,45.48,6438,8.74,4008.42
Automobile,2007,21519.24,1582.28,56685.06,5.05,1603,7.32,12084.27
Paper,2012,23318.12,7848.36,15751.23,28.15,7981,6.72,25827.15
Cement,2003,1514.36,5922.29,28484.11,26.12,4769,5.13,12050.1
Cement,2013,1331.96,3869.51,65044.23,20.19,5867,5.2,7680.7
Chemical,2013,26250.53,3395.72,2546.75,29.48,1669,4.66,17544.92
Textile,2012,34953.72,8572,18843.42,26.38,2080,6.58,32742.77
Textile,2005,47136.05,8760.15,93063.14,0.37,5654,4.66,39909.55
Power,2016,9366.4,5854.49,66694.18,14.19,2425,2.33,16247.56
Cement,2003,5611.31,5292.99,31249.56,12.83,3269,1.96,13421.27
Automobile,2007,3078.35,8182.84,5485.04,20.96,1474,9.32,17430.71
Chemical,2016,22084.06,7518.42,59018.83,10.47,2131,1.22,25913.15
Chemical,2002,31345.79,4063.22,23063.76,4.07,1862,1.95,22647.89
Paper,2016,42107.39,919.11,96057.37,11.8,1811,5.01,19897.17
Textile,2008,34290.92,7708.15,69009.13,51.25,7323,3.37,29934.44
Cement,2001,10813.86,1770.14,97438.26,47.82,5272,4.65,6289.74
Power,2024,23357.63,262.13,85040.99,26.53,1486,2.06,9779.22
Cement,2012,45562.14,8448.7,48819.71,52.67,7557,2.18,36721.7
Paper,2019,16673.68,5824.71,67286.75,13.96,1691,8.21,18773.92
Steel,2001,25187.15,8927.49,81398.61,35.05,4108,7.83,28633.1
Cement,2019,47948.98,4897.42,58239.67,8.58,3622,1.94,31775.36
Paper,2010,36868.05,9272.16,7087.26,50,1267,7.01,34148.17
Steel,2021,37513.15,3604.32,47574.19,7.83,1784,6.48,23719.62
Steel,2014,12990.53,7272.77,13926.76,1.91,4873,7.42,20879.03
Power,2010,21027.56,3079.77,71769.83,16.41,3971,5.27,14949.1
Automobile,2022,4575.94,111.52,68382.26,54.06,7531,3.43,-269.48
Textile,2002,30523.03,3859.47,99297.91,7.77,3401,6.97,21079
Cement,2002,5634.64,7403.88,63252.17,19.84,5909,4.34,17509.72
Steel,2011,41877.52,1585.24,80213.66,18.98,4341,2.97,21216.81
Cement,2023,40820.41,5097.54,27560.5,48.1,4071,4.68,27098.17
Automobile,2004,26913.45,2201.98,34662.39,25.29,3316,7.87,14999.41
Textile,2019,7487.72,838.78,91785.4,36.69,6365,5.28,3113.59
Automobile,2006,1766.16,6212.77,75764.03,24.26,2201,3.7,13048.47
Textile,2006,39937.08,9524.48,65871.65,33.09,6186,8.49,36583.14
Chemical,2012,30206.95,3175.97,26148.74,3.75,1276,8.93,19358.66
Textile,2008,35691.02,5848.39,70159.21,22.44,6327,4.9,27441.82
Power,2024,15538.45,9540.67,88789.6,51.31,1306,4.37,25404.98
Automobile,2020,25719.4,6539.79,23848.97,41.46,6669,6.51,23521.67
Steel,2012,37485.12,6763.82,70906.27,58.91,1630,1.52,29209.91
Chemical,2011,23396.88,1871.39,39975.7,47.28,3585,7.22,11888.05
Power,2012,30268.52,4976.84,12757.97,27.09,7661,8.04,22521.48
Cement,2023,39591.55,3734.12,76582.61,40.58,2137,4.58,23858.46
Automobile,2009,11153.42,4762.47,17546.54,46.55,3181,2.57,13326.07
Paper,2000,3763.48,8028.18,26036.73,16.18,7968,1.26,18557.16
Paper,2024,26825.26,4660.92,78511.26,3.6,2713,6.74,21372.59
Steel,2007,3575.23,722.22,74471.15,24.35,2048,3.42,1813.34
Textile,2021,38444.59,9064.86,26164.12,8.68,2583,5.18,36273.96
Steel,2015,36100.97,5493.68,94155.5,16.63,4351,4.48,27128.73
Paper,2012,44144.78,9252.49,22313.24,56.81,6462,2.57,37639.83
Cement,2002,32158.32,5766.31,99368.6,50.82,5908,5.58,24454.73
Chemical,2002,3826.28,789.4,74052.09,35.55,2834,5.14,1419.71
Chemical,2023,13031.03,5573.41,39858.26,24.08,7215,6.62,16367.87
Automobile,2004,40492.63,5799.82,13904.57,15.86,1951,3.27,29954.49
Chemical,2010,8773.05,2221.96,32730.49,34.29,3032,2.93,7112.98
Automobile,2006,35074.78,4763.19,20180.11,31.99,2224,8.33,23983.47
Automobile,2020,39122.84,4648.47,62562.12,46.85,6445,7.32,25079.51
Automobile,2023,16840.53,6266.47,36328.66,55.68,1032,7.95,18183.27
Paper,2009,16453.72,2670.18,30205.72,19.74,1096,2.11,12235.77
Paper,2009,28111.23,5859.31,75956.19,12.38,5358,3.02,24682.94
Textile,2019,43133.67,2485.43,23829.34,24.17,6009,6.18,23169.7
Power,2001,11583.36,4519.81,59102.04,26.25,4141,8.71,13060.89
Automobile,2002,47092.28,1314.79,20265.01,2.39,7436,9.03,22904.86
Automobile,2007,30156.37,469.28,71765.06,51.7,3777,8.49,11515.98
Power,2010,49610.26,3273.81,62887.03,59.74,4278,1.39,26970.6
Steel,2012,4935.88,2818.26,80017.2,55.39,1171,8.39,5198.92
Automobile,2006,6764.83,4128.67,7781.21,51.64,5853,9.09,8970.85
Textile,2012,41418.77,9623.63,21800.44,59.56,6021,1.51,37246.83
Chemical,2001,43305.42,5270.07,16291.58,54.47,6514,4.75,28332.79
Chemical,2005,22550.21,5576.45,19865.56,41.3,6375,5.83,20064.18
Cement,2008,35846.52,9421.85,11198.39,10.01,1900,3.09,36087.8
Cement,2019,43444.09,9219.36,56646.11,9.38,7660,5.65,38779.23
Chemical,2024,2634.83,8852.71,59749.71,2.93,6129,8.97,19468.04
Chemical,2001,28910.55,1070.15,84505.49,24.71,5366,8.8,13319.68
Paper,2017,42747.29,6379.54,42356.08,48.53,1741,9.46,30194.87
Textile,2015,20208.67,8100.18,53706.09,29.42,6431,5.36,25094.3
Power,2024,15467.99,8372.19,99139.1,21.98,3614,4.7,23936.21
Cement,2011,39887.48,5821.28,53652.66,6.55,2922,6.99,29655.38
Paper,2006,17121.44,273.21,57784.03,3.11,7696,4.75,7611.31
Paper,2006,657.13,9739.76,99595.82,23.95,3697,1.38,20599.58
Power,2016,47998.84,4774.75,99418.81,6,1390,7.48,30966.33
Paper,2012,29810.1,3996.6,42979.01,6.21,1958,3.53,21535.06
Textile,2010,41066.14,4009.99,63859.74,23.72,5670,1.44,26180.14
Chemical,2005,41352.43,4299.09,48599.45,30.17,1343,1.19,26716.99
Automobile,2022,3787.32,2497.59,72350.83,11.2,4481,9.38,5625.39
Power,2013,8957.58,3340.6,93900.27,41.08,2569,3.27,9344.63
Chemical,2005,15900.47,9855.04,31656.27,25.12,6497,5.03,27227.9
Chemical,2005,16374.61,3744.86,82068.64,5.52,1455,9.56,14239.27
Steel,2001,33109.91,5314.58,65830.04,38.22,6542,5.21,24437.54
Power,2021,31345.08,8498.11,28738.3,21.42,1443,1.71,31739.13
Paper,2019,24982.19,5321.54,79932.67,3.14,5292,5.97,22107.37
Automobile,2024,10957.55,3312.09,43286.17,56.88,3915,1.79,9727.5
Power,2014,19408.18,5285.13,12919.32,34.27,3410,1.86,18766.97
Paper,2016,27407.9,1229.45,99348.22,28.66,4481,8.66,12852.74
Chemical,2007,23665.28,1387.07,43138.99,51.55,6693,3.6,11206.93
Automobile,2004,6800.98,6971.66,54613.7,56.2,2417,7.11,15296.89
Paper,2016,32650.77,9182.86,80988.21,13.22,6856,5.58,33696.74
Textile,2019,4116.06,7284.21,96126.74,48.61,7709,3,15573.09
Paper,2000,19220.64,838.67,87415.9,49.86,1670,5.66,7820.76
Steel,2021,35646.45,4088.67,52980.27,3.26,6413,1.62,24711.18
Chemical,2017,1491.16,125.28,55023.91,42.72,7001,4.12,-1256.56
Paper,2014,28714.15,5160.95,28807.81,3.78,7168,5.71,23439.06
Cement,2004,17058.79,2012.72,46817.48,35.68,3284,3.06,10310.04
Cement,2006,937.18,8694.65,94737.05,40.15,5556,6.94,17111.16
Steel,2017,9923.97,1132.92,72967.15,22.02,6440,1.47,5901.01
Textile,2005,47076.84,114.19,2175.82,52.85,1099,5.36,18678.6
Chemical,2021,26296.87,4566.35,12534.17,48.03,3787,7.43,19066.76
Power,2020,49862.75,1638.79,92457.32,55.56,1407,4.87,23236.78
Steel,2004,26478.43,7406.07,85023.21,18.89,1977,8.87,26388.65
Textile,2018,27424.85,9207.35,49130.28,1.29,3798,6.69,31742.95
Power,2009,19896.23,515.19,62080.85,48.69,6553,9.63,6983.52
Cement,2014,15847,4016.26,29674.96,13.38,1142,3.56,15004.52
Cement,2009,12951.5,9968.47,79490.24,28.03,7672,9.45,25503.61
Power,2015,17499.32,7353.45,60728.43,49.04,4076,6.46,21315.48
Steel,2011,23262.63,9536.56,69787.74,12.97,7666,7.71,30004.62
Cement,2017,10003.6,1724.42,38116.07,18.71,1719,9.12,6452.54
Chemical,2022,11631.32,2291.55,43613.36,26.34,2459,5.96,8506.7
Automobile,2000,13941.47,1632.63,21560.53,16.31,1417,8.76,8161.85
Paper,2015,22738.36,3093.45,94857.2,27.68,2104,5.88,15225.05
Power,2021,32814.26,7271.4,94709.15,0.58,1544,6.39,29973.5
Power,2005,42879.23,1732.97,81957.37,12.73,7960,5.01,21997.79
Cement,2002,14713.03,5289.92,93619.96,49.95,7302,2.31,15983.49
Steel,2001,9594.55,2765.18,66867.48,24.81,6905,5.98,8690.94
Chemical,2001,19252.95,8309.04,24230.54,38.18,7770,9.8,24240.52
Steel,2012,44771.96,165.26,76260.84,13.94,4288,8.08,18983.75
Textile,2008,988.11,2308.84,33202.34,38.99,1772,7.73,3036.9
Textile,2015,34054.5,6091.88,44607.69,60,2693,6.79,25511.86
Automobile,2004,24119.42,1057.43,28160.67,35.72,2068,4.13,11255.68
Cement,2022,8471.79,4716.49,42938.57,37.7,4703,2.53,12376.98
Cement,2020,16390.57,4418.45,68252.42,6.69,6334,3.02,16466.35
Cement,2006,11635.03,8539.98,11950.45,24.2,5223,1.06,22928.52
Automobile,2012,43952.69,6291.43,11415.49,51.64,2573,7.06,30707.06
Textile,2019,24352.73,6433.05,68693.23,50.06,5972,8.31,22111.84
Steel,2023,28373.17,9522.9,78178.54,31.34,4793,3.42,32054.31
Automobile,2012,29887.54,9825.37,55595.2,54.21,3653,1.83,32677.21
Automobile,2006,32161.05,6568.61,18982.46,8.58,1540,4.02,28097.81
Steel,2009,25030.01,5267.81,43644.93,39.49,3211,3.63,20837.49
Cement,2014,1384.74,6118.41,76059.38,14.93,3696,5.06,12879.23
Chemical,2020,17068.77,3886.19,68887.58,38.73,2558,3.38,14275.76
Steel,2005,9601.73,9875.82,11876.68,5.24,1130,4.06,25350.78
Textile,2004,34167.07,7079.71,96945.57,56.62,3743,9.17,27585.34
Power,2022,3306.88,2980.97,23113.02,47.18,5599,4.01,5677.83
Power,2001,28408.27,671.89,22818.56,12.06,6543,8.07,12811.08
Paper,2020,10926.27,542.75,46525.87,38.24,4820,6.63,3785.67
Paper,2014,47467.87,2128.64,33397.07,45.55,3231,4.04,23736.75
Automobile,2015,17109.28,2405.84,98414.61,12.57,1825,8.36,11486.02
Power,2018,16598.45,4208.95,8572.49,5.6,3718,6.36,15741.79
Chemical,2008,46207.54,2226.98,31337.48,21.11,2022,1.08,24718.75
Cement,2021,21158.72,6346.01,38889.49,8.15,3601,1.62,22962.25
Textile,2018,48161.69,2191.42,49852.44,33.94,6354,7.77,24203.88
Paper,2006,1696.43,1959.98,2624.24,25.45,5226,5.02,3454.95
Chemical,2003,15664.06,4765.25,9153.85,27.75,1696,4.65,15864.38
Textile,2002,33476.55,8897.82,26523.15,32.57,2037,2.31,33059.65
Textile,2023,44597.42,4736.22,55846.21,58.92,1813,2.42,27841.32
Cement,2019,13192.08,4197.1,77009.39,47.56,4837,8.18,12286.06
Automobile,2010,46558.64,5823.14,68963.04,37.77,1658,8.46,31236.3
Power,2000,29909.01,2646.42,57135.47,21.82,3427,6.04,17683.58
Cement,2005,40149.91,3599.02,40326.05,1.62,2083,3.66,25481.3
Chemical,2010,20161.76,2216.97,87198.76,6.99,3974,9.39,12543.73
Automobile,2000,11002.93,5760.92,46517.48,43.85,2183,6.62,15076.94
Chemical,2020,45606.15,7004.14,30626.03,22.15,6566,8.17,34065.48
Automobile,2006,46690.23,6769.62,63304.18,20.07,7681,1.03,34977.37
Paper,2005,25129.97,2622.7,69519.38,53.34,3624,5.05,14338.83
Chemical,2013,821.5,7818.52,40448.55,29.07,6505,8.84,15346.82
Cement,2001,5934.26,2633.94,3786.18,53.97,6189,4.04,5821.48
Automobile,2003,28864.88,1588.08,10319.02,53.2,3732,7.54,13450.17
Automobile,2010,1676.95,3563.11,84714.29,4.81,2997,6.92,7570.67
Textile,2014,20147.14,6017.67,6598.24,56.72,3011,2.37,19751.89
Textile,2017,15516.81,1505.82,59609.95,4.62,2248,7.97,9154.17
Steel,2000,35860.24,6516.06,19187.23,57.81,4736,2.01,27918.84
Chemical,2002,3251.14,8644.37,23663.7,27.16,7183,7.55,18488.23
Textile,2002,24692.2,3002.09,28060.06,45.65,6265,9.92,14699.69
Steel,2006,29166.16,4557.05,4790.85,42.37,3413,9.62,20301.08
Paper,2000,31055.91,2360.27,18546.29,31.11,5343,8.2,16939.35
Paper,2024,20555.3,3676.49,65399.5,37.17,1011,5.81,15154.16
Textile,2010,15566.21,317.51,50373,57,3010,7.07,4574.92
Chemical,2005,34283.41,9542.32,79935.58,55.64,4607,7.55,33289.04
Automobile,2019,42454.67,4217.31,7062.97,39.26,1736,1.08,26682.68
Power,2002,34834.07,7909.81,89000.93,39.46,1509,1.92,31268.11
Chemical,2018,46639.07,1512.17,99643.45,14.82,2268,6.37,22957.16
Cement,2001,36004.54,8142.31,2558.26,49.72,7094,1.06,31999.12
Paper,2017,38348.63,8615.46,96796.37,37.96,5266,9.18,33590.9
Textile,2011,8811.21,7183.22,24350.41,49.57,6745,5.41,17136.13
Textile,2009,21267.21,9041.76,69561.77,39.47,5816,3.32,27484.92
Automobile,2004,24510.24,1755.25,29955.86,17.96,4042,4.54,13627.96
Cement,2008,13186.51,4817.17,52659.47,11.37,5910,8.66,15037.7
Automobile,2001,26662.72,6239.08,51531.43,4.62,7572,9.34,24418.6
Cement,2001,14894.2,6002.31,36749.44,35.16,2058,2.05,18255.07
Power,2005,34531.35,8624.31,72037.13,17.04,5300,8,32870.99
Paper,2009,23779.28,2235.34,60364.01,37.83,1889,6.2,13361.22
Textile,2017,23210.94,1838.87,51319.42,3.52,6503,6.27,13597.24
Textile,2011,49190.31,2608.45,98301.09,22.54,3952,8.02,26010.23
Power,2003,19926.02,8926.35,94060.92,15.63,4337,3.01,27618.28
Steel,2021,18433.62,9416.17,95588.15,22.22,6696,5.78,27428.3
Paper,2020,16270.92,5739.34,88251.07,3.26,4681,3.87,19353.66
Automobile,2016,44790.09,5063.58,26260.38,43.45,3744,1.85,29335.42
Power,2014,25087.83,6093.32,35647.63,7,5845,1.95,24180.83
Automobile,2005,30200.72,6201.45,23874.41,0.86,2508,2.23,26931.51
Chemical,2015,9450.51,1786.02,98631.51,56.78,4337,6.53,5127.17
Textile,2016,27276.65,6895.47,16113.53,11.57,4033,1.95,26747.73
Automobile,2002,14095.09,4578.28,37284.66,49.68,7034,6.13,13692.21
Cement,2009,36666.53,5222.08,20705.4,57.87,2767,6.29,24918.91
Automobile,2004,41710.15,400.13,23121.93,32.05,2132,9.14,17271.05
Chemical,2013,35883.13,7669.11,25461.7,31.57,2201,6.64,30959.85
Paper,2020,36647.09,8370.74,64327.4,22.05,1248,9.87,32840.42
Textile,2012,25867.5,6232.27,8528.89,25.54,2895,1.28,24176.17
Power,2005,35749.84,7512.36,57680.46,28.92,6124,7.34,30577.02
Chemical,2011,21423,5274.79,82109.34,9.13,6276,1.24,20730.89
Textile,2007,32748.71,6221.7,76885.85,21.88,1229,7.56,26642.26
Automobile,2004,13322.44,4006.26,15966,48.97,3675,4.47,12313.67
Paper,2014,3952.97,7939.56,91558.44,10.94,2284,6.5,18028.27
Steel,2015,20966.93,4735.88,77238.95,43.79,3875,3.79,17647.65
Paper,2000,23358.02,6834.11,1524.95,39.1,1320,2.43,23690.55
Steel,2015,13192.15,6252.15,73999.99,3.44,1027,7.51,18652.4
Cement,2004,36521.62,7052.91,74004.75,1.35,3898,9.14,30800.33
Paper,2002,4140.75,7873.64,50184.79,21.15,1509,2.65,18021.35
Textile,2019,11526.04,5175.86,5552.26,41.53,7371,9.29,13797.61
Steel,2014,37553.95,8149.35,58410.69,19.83,1640,2.26,33763.45
Power,2012,22137.65,5022.85,76808.93,40.06,5636,7.62,18495.41
Textile,2023,35411.54,9570.68,27816.53,39.93,4250,9.64,34236.69
Power,2015,28590.55,7551.45,67039.75,48.39,4747,2.33,27263.74
Paper,2022,47560.28,1794.3,36038.69,5.97,3719,4.92,24520.39
Power,2010,30090.89,8312.89,57811.63,34.63,4903,4.04,29959.26
Steel,2020,1236.01,5560.72,39072.01,3.75,6005,4.5,12099.79
Textile,2001,17967.43,9846.16,31072.39,10.56,2311,7.78,28390.9
Automobile,2021,7581.5,7216.31,85735.53,19.53,6613,6.95,17672.36
Chemical,2005,46269.37,935.47,75629.99,42.44,4336,9.72,20015.25
Steel,2005,5648.62,4010.11,35199.46,58.43,2490,2.67,8706.52
Steel,2013,19691.48,5221.03,44028.53,20.55,2418,5.89,18818.63
Automobile,2024,11691.91,8406.23,69478.64,31.27,2458,5.04,21899.47
Textile,2010,42412.74,7320.52,81296.8,15.54,4459,9.27,33456.88
Textile,2007,15774.04,3756.66,68749.79,40.53,5904,1.1,13609.77
Paper,2007,49598.73,6568.98,54552.23,22,6656,9.9,34703.18
Power,2000,2411.52,5811.42,95484.2,28.9,3567,5.32,12075.91
Paper,2020,6849.7,1347.92,77640.22,34.07,2337,6.63,3889.39
Automobile,2006,11619.62,2425.1,12443.59,41.17,4692,4.24,8408.45
Paper,2005,40649.75,3477.11,56255.77,3.6,6248,8.67,24757.63
Automobile,2020,43986.6,2035.29,41546.11,33.29,5609,6.06,22212.81
Textile,2007,4036.84,1586.33,79698.63,25.87,4081,6.97,3435.3
Power,2018,2106.78,676.16,5421.64,8.03,1346,6.84,1293.6
Paper,2021,37355.56,8743.72,41661.63,12.48,1116,4.28,35033.39
Steel,2020,7100.92,2960.54,32509.36,53.03,3458,1.68,7385.8
Cement,2023,7083.43,2974.17,14977.41,52.31,2420,8.27,6645.92
Chemical,2019,1607.14,2141.66,38501.61,2,2854,3.61,4921.66
Steel,2007,2965.49,4806.43,67607.23,41.36,4082,8.64,9217.42
Textile,2013,13551.94,5191,36806.11,33.25,6517,6.48,15410.97
Chemical,2017,3717.77,2161.99,58420.65,56.39,2631,4.18,3672.17
Cement,2024,18759.52,6124.85,59688.37,54.48,2999,6.35,18975.25
Cement,2015,41722.36,7257.7,59124,34.77,3145,6.81,32534
Power,2008,16652.85,3801.02,53423.66,8.34,5377,7.36,14639.23
Chemical,2014,36527.79,5895.97,12581.84,27.59,7098,8.4,27297.04
Power,2009,5148.54,5072.79,22627.14,43.51,1806,2.44,11443.78
Steel,2021,33139.07,2035.93,80206.64,57.1,2691,9.5,15967.63
Automobile,2015,16178.99,7327.11,50734.18,21.83,3704,4.7,21962.99
Automobile,2003,37612.77,8034.38,70901.56,47.08,6540,8.74,31669.38
Automobile,2019,7244.47,6523.05,57421,41,4435,2.98,15613.12
Chemical,2012,44945.23,3306.57,4830.34,4.7,1210,1.26,27160.61
Automobile,2021,12507.57,9275.25,79825.16,33.48,2690,6.16,23955.56
Steel,2004,17980.32,4608.05,7368.1,11.01,2777,3.92,17318.05
Power,2021,47533.95,2732.2,94374.23,41.01,7651,9.86,24577.52
Chemical,2006,29134.88,4141.52,22322.32,36.61,4147,1.94,20524.84
Power,2022,18605.69,6951.54,51728.21,58.38,6442,1.43,21159.15
Chemical,2008,47505.31,8474.72,7295.22,56.12,3499,1.41,37607.77
Power,2007,16789.33,3630.1,89598.31,0.56,1686,2.95,15165.02
Cement,2015,5196.1,2402.98,98014.09,4.8,3670,6.21,6687.6
Power,2005,49844.02,6302.28,15482.96,46.15,6066,5.55,33782.82
Automobile,2015,13758.32,9220.03,30282.87,41.14,1929,4.15,24331.71
Cement,2005,42637.26,1914.6,2571.57,48.06,5113,1.8,21260.49
Power,2013,8694.27,8049.89,78909.58,16.01,2314,3.1,20609.78
Chemical,2020,36702.02,4818.41,31834.97,50.96,3833,2.66,24758.81
Chemical,2000,26460.25,8015.17,59294.91,26.55,2773,7.71,27553.29
Chemical,2024,49054.87,5104.86,4882.63,15.71,3245,8.02,31714.58
Textile,2008,27865.1,3835.54,71830.57,0.64,2185,7.99,19993.08
Steel,2024,1738.25,6997.74,53410.99,52.28,3464,9.72,12919.64
Chemical,2023,30391.96,9016.21,72773.04,32.12,1383,8.96,31152.04
Cement,2012,7693.16,3270.49,79166.87,58.52,7343,5.48,7658.6
Chemical,2018,40027.78,4661.41,9835.04,42.88,6865,4.73,25984.8
Textile,2016,42900.13,2371.07,58231.12,4.83,5990,9.24,23219.41
Automobile,2010,24363.63,1915.75,65344.46,35.29,4923,6.5,12986.68
Cement,2007,39269.46,7801.11,52155.16,1.03,2521,3.65,34354.5
Textile,2022,7682.98,2086.57,19058.53,33.47,1979,6.08,5979.4
Automobile,2004,24857.87,7953.85,79764.13,21.01,5177,9.93,26652.51
Paper,2009,20000.24,4349.25,99748.37,38.6,4610,8.65,15986.46
Paper,2006,30760.21,9950.98,96957.75,32.49,6700,3.53,34011.05
Cement,2009,2701.62,2053.68,77975.43,15.68,4270,9.58,3957.03
Power,2003,37730.08,1020.48,42392.66,9.74,2953,9.83,17654.39
Steel,2008,4416.9,846.79,34392.75,24.28,6546,3.08,2509.74
Steel,2013,32995.34,8370.64,7786.03,59.21,2484,9.06,29807.71
Textile,2001,1413.63,4433.99,42212.34,26.14,1883,8.95,8271.31
Automobile,2024,41678.46,130.93,16448.81,44.93,3527,1.36,17082.95
Steel,2008,9147.63,8760.24,26179.14,3.42,5823,7.03,22408.56
Automobile,2020,26017.13,8781.52,89296.79,22.73,1123,3.75,29667.85
Automobile,2000,13443.9,8083.53,96884.04,34.82,7671,7.07,21592.32
Textile,2022,36271.04,2558.35,94907.34,45.07,6757,9.22,19041.14
Textile,2009,16406.88,3790.25,20142.21,31.7,1525,5.49,13794.85
Textile,2009,36368.16,7474.77,90188.53,30.92,3086,4.73,31005.77
Steel,2019,14601.12,4944.6,15009.02,45.83,3155,9.29,14500.62
Paper,2024,37747.42,1622.88,51258.36,18.8,7411,9.77,18632.27
Textile,2021,2014.97,2503.7,64722.67,5.44,7099,1.56,6010.08
Steel,2002,14523.91,9728.64,46784.22,20.83,2376,9.31,25988.37
Textile,2005,25182.36,1595.03,95231.91,9.54,5406,1.74,14250.73
Chemical,2005,2730.45,7288.2,33988.06,57.96,4461,4.04,14459.54
Automobile,2020,9708.69,4832.38,53210.39,34.65,5135,7.86,12670.95
Textile,2001,46759.58,7511.16,8469.54,26.8,5876,7.99,35535.56
Cement,2017,48853.3,6645.02,85370.23,54.72,1580,7.53,33510.63
Automobile,2022,37117.62,4447.76,41922.98,54.02,7295,1.35,24165.2
